Left,Right
51.0295918367347,63.6397959183674
52.3178571428571,65.1830357142857
53.3650793650794,66.3063492063492
54.2457142857143,67.0992857142858
56.5961038961039,67.5045454545455
58.3166666666667,67.6827380952381
59.9401098901099,67.8082417582418
61.1469387755102,67.5132653061225
63.9627551020408,67.0790816326531
65.840306122449,63.9642857142858
67.7892857142857,65.1494897959184
68.9510204081632,70.7418367346939
69.8576530612245,75.651530612245
68.6857142857143,81.0020408163266
66.1448979591837,83.734693877551
66.3852040816326,90.325
72.2913265306122,94.9933673469388
77.0219387755102,101.576530612245
82.3938775510204,101.523469387755
84.4938775510204,99.4173469387755
90.8010204081633,97.7591836734694
95.4229591836735,93.5535714285714
101.840306122449,91.8362244897959
102.662244897959,91.7852040816327
100.273469387755,88.5785714285715
98.7974489795918,80.2928571428571
94.3413265306122,72.929081632653
92.35,63.7882653061224
92.4510204081632,57.7301020408163
89.6341836734694,47.9683673469388
81.2454081632653,40.3239795918367
73.8831632653061,30.7566326530612
64.7948979591837,28.1790816326531
59.2331632653061,27.7887755102041
49.6714285714286,26.9704081632653
41.9372448979592,28.8892857142857
32.5229591836735,30.1255102040816
28.9061224489796,30.8688775510204
28.7173469387755,31.594387755102
27.6081632653061,32.4081632653061
29.6474489795918,33.3020408163265
30.9729591836735,34.1158163265306
31.7729591836735,34.930612244898
32.569387755102,35.5551020408163
33.4438775510204,36.075
34.3704081632653,36.5045918367347
35.2341836734694,36.9561224489796
36.094387755102,37.4244897959184
36.759693877551,38.0173469387755
37.2627551020408,38.6938775510204
37.7341836734694,39.4459183673469
38.2647959183674,40.1341836734694
38.7576530612245,40.7704081632653
39.365306122449,41.3551020408163
40.0852040816327,41.6744897959184
40.9015306122449,42.2132653061225
41.6224489795918,42.8469387755102
42.340306122449,43.4015306122449
42.9081632653061,43.9673469387755
43.2484693877551,44.6484693877551
43.8270408163265,45.3673469387755
44.4341836734694,45.8867346938776
44.984693877551,46.3688775510204
45.6413265306122,46.7882653061225
46.3311224489796,47.3775510204082
47.0540816326531,47.8515306122449
47.5428571428571,48.2994897959184
48.0918367346939,48.8005102040816
48.5525510204082,49.5275510204082
49.145918367347,50.0515306122449
49.6122448979592,50.3673469387755
50.0551020408163,50.5821428571429
50.565306122449,50.6780612244898
51.3040816326531,50.875
51.7071428571429,51.0607142857143
51.9561224489796,51.2642857142857
52.1117346938776,51.4739795918367
52.1295918367347,51.8311224489796
52.2581632653061,51.9795918367347
52.294387755102,52.1301020408163
52.3637755102041,52.1239795918367
52.4510204081633,51.7209183673469
52.6066326530612,51.134693877551
52.5627551020408,50.6719387755102
52.519387755102,50.3178571428572
52.2239795918367,50.0744897959184
51.5959183673469,49.9663265306123
50.869387755102,49.6198979591837
50.4015306122449,49.1413265306123
49.9418367346939,48.3260204081633
49.5964285714286,46.0877551020408
49.3423469387755,44.3081632653061
48.8607142857143,42.9397959183674
48.2785714285714,41.3663265306122
47.8301020408163,40.0367346938776
46.9025510204081,39.1204081632653
44.4897959183673,38.4336734693878
42.3336734693877,37.3285714285714
40.9530612244898,36.5326530612245
39.6448979591837,36.0887755102041
39.0484693877551,35.5397959183674
38.2387755102041,34.8571428571429
37.2198979591837,34.170918367347
37.6178571428571,34.0173469387755
38.1510204081633,35.2928571428572
37.4081632653061,36.0826530612245
37.1857142857143,36.4857142857143
36.644387755102,37.0025510204082
36.0923469387755,37.2714285714286
36.0535714285714,37.2219387755102
37.5290816326531,36.7683673469388
38.755612244898,36.2505102040817
39.2897959183674,35.0872448979592
39.8209183673469,33.9239795918367
39.8433673469388,33.045918367347
39.9423469387755,32.255612244898
39.7755102040816,31.2913265306123
37.7367346938776,30.1408163265306
35.3326530612245,28.9923469387755
34.5020408163265,28.3091836734694
33.5132653061225,27.5280612244898
32.7326530612245,26.5015306122449
31.7637755102041,25.7948979591837
30.6357142857143,25.3989795918367
29.5704081632653,24.9938775510204
28.5198979591837,24.8897959183674
27.4408163265306,24.9030612244898
26.6188775510204,24.7443877551021
25.9045918367347,25.655612244898
25.0397959183673,26.5015306122449
24.4464285714286,26.9811224489796
24.2234693877551,28.8127551020408
24.6928571428571,29.8693877551021
25.979081632653,30.315306122449
26.2918367346939,31.0193877551021
26.9035714285714,31.6311224489796
28.8979591836734,31.8107142857143
29.4647959183673,31.8397959183674
30.5561224489796,32.045918367347
31.2352040816326,32.3622448979592
31.709693877551,32.8204081632653
31.7382653061224,33.2382653061225
31.8556122448979,33.3913265306123
32.134693877551,33.8020408163265
32.4285714285714,34.405612244898
32.7698979591837,33.7979591836735
32.7714285714286,33.880612244898
32.7714285714286,34.1836734693878
33.5290816326531,34.805612244898
33.65,35.5841836734694
32.6561224489796,35.875
33.3005102040816,36.2520408163265
33.2469387755102,36.4984693877551
33.5122448979592,36.1484693877551
34.5984693877551,36.080612244898
35.7734693877551,36.1448979591837
36.1739795918367,35.1714285714286
36.6260204081633,33.5295918367347
36.8852040816327,32.2811224489796
36.7081632653061,30.9352040816327
36.5280612244898,29.7142857142857
35.5979591836735,28.4433673469388
34.6525510204082,26.6071428571429
33.5755102040816,25.2591836734694
32.4744897959184,24.7301020408163
31.1448979591837,24.3397959183674
29.890306122449,24.2459183673469
28.7668367346939,24.5076530612245
27.194387755102,24.4270408163265
25.9377551020408,24.1566326530612
25.5244897959184,23.7198979591837
25.1632653061224,23.9525510204082
24.8030612244898,24.4459183673469
25.009693877551,25.0183673469388
25.0321428571429,25.5
24.5285714285714,25.7775510204082
24.1887755102041,26.0005102040816
24.6785714285714,26.0137755102041
25.1311224489796,26.1352040816326
25.5821428571429,25.9433673469388
25.9183673469388,25.6954081632653
26.0933673469388,25.5760204081633
26.1515306122449,25.569387755102
26.2168367346939,26.8841836734694
25.9438775510204,31.4683673469388
25.7382653061224,35.6719387755102
25.6612244897959,41.575
25.5219387755102,47.6372448979592
25.6576530612245,52.8709183673469
25.9637755102041,58.9035714285714
26.2428571428571,65.1882653061225
28.5117346938775,71.540306122449
33.0816326530612,77.7076530612245
36.9954081632653,83.5928571428572
43.994387755102,90.1392857142858
49.5551020408163,97.0076530612246
55.3795918367347,103.747959183674
61.2530612244898,108.427551020408
67.619387755102,109.616326530612
74.0178571428571,111.209693877551
80.2974489795918,111.450510204082
86.4433673469387,111.236224489796
92.784693877551,111.818367346939
99.5265306122448,110.605612244898
105.607653061224,107.765306122449
109.179081632653,104.498469387755
109.788265306122,101.45612244898
111.707142857143,98.7673469387755
110.954591836735,94.8071428571428
111.552040816326,90.844387755102
111.505612244898,87.294387755102
109.876530612245,85.4285714285714
106.65306122449,85.069387755102
103.516836734694,84.6178571428571
100.580612244898,83.5933673469388
97.2295918367347,82.8979591836735
92.5117346938775,82.3
86.840306122449,82.6923469387755
80.9270408163265,84.5882653061225
77.6948979591837,86.9265306122449
75.7311224489796,88.9780612244898
73.5040816326531,90.594387755102
71.3841836734694,93.2765306122449
69.4617346938776,96.5275510204082
68.1122448979592,99.4948979591837
68.2933673469388,101.384183673469
69.3474489795918,101.764795918367
71.1229591836735,101.239285714286
72.7418367346939,99.6607142857143
75.2301020408163,98.2132653061225
78.8994897959184,96.9576530612245
83.2301020408163,94.7321428571428
88.2647959183673,92.5020408163265
90.8704081632653,89.8882653061225
92.4755102040816,86.8831632653061
93.1887755102041,84.2719387755102
93.5285714285714,81.6464285714286
94.3591836734694,78.040306122449
95.2683673469388,74.7066326530612
95.4005102040816,72.1229591836735
95.575,70.395918367347
94.5051020408164,69.6704081632653
93.2535714285714,69.7438775510204
92.1265306122449,69.4285714285714
90.8882653061225,68.7739795918367
88.4270408163266,68.9714285714286
86.0816326530612,68.6984693877551
83.569387755102,68.5938775510205
81.2479591836735,68.130612244898
79.9244897959184,67.8545918367347
79.4423469387755,68.1311224489796
78.2112244897959,68.7913265306123
76.4158163265306,68.7954081632653
74.6897959183673,68.0234693877551
73.8147959183673,66.6954081632653
74.1862244897959,64.4918367346939
74.6209183673469,61.3408163265306
74.3209183673469,60.0826530612245
73.6780612244898,58.8280612244898
73.7872448979591,57.9091836734694
72.6255102040816,57.0112244897959
70.9887755102041,55.2928571428571
71.1183673469388,53.2525510204082
69.9918367346939,51.1642857142857
68.3979591836734,48.1954081632653
66.1255102040816,44.9683673469388
63.215306122449,41.920918367347
59.940306122449,38.8974489795919
56.4683673469388,36.0647959183674
52.0918367346939,34.0739795918368
47.9188775510204,34.0255102040817
43.9122448979592,33.5520408163266
40.0622448979592,33.1040816326531
36.7051020408163,35.1576530612245
34.6591836734694,41.9683673469388
34.5025510204081,45.455612244898
33.490306122449,48.6081632653062
33.3244897959183,53.9719387755102
35.8137755102041,59.4428571428572
43.0954081632653,65.6627551020408
48.1984693877551,72.4219387755102
56.7918367346939,79.3632653061225
62.0785714285714,86.6801020408163
65.9163265306122,94.780612244898
69.6005102040816,102.216836734694
75.2739795918367,106.983163265306
80.8734693877551,111.871428571429
87.2591836734694,114.142346938776
93.9357142857143,111.661224489796
99.4183673469388,112.986224489796
104.799489795918,115.319387755102
111.008673469388,114.932142857143
113.835714285714,113.643367346939
111.642346938776,110.401530612245
112.57806122449,105.287755102041
110.89387755102,98.6770408163265
111.734183673469,92.2969387755102
113.705102040816,89.0928571428571
115.417346938776,87.6010204081632
114.678571428571,86.8418367346939
113.217346938776,86.8627551020408
109.695408163265,86.9908163265306
106.488265306122,87.4479591836735
106.5,88.594387755102
105.12806122449,90.2872448979592
103.834183673469,91.9801020408163
102.786734693878,93.9428571428572
102.85306122449,96.8265306122449
103.054591836735,101.000510204082
103.439795918367,106.566326530612
103.842346938776,111.667346938776
104.147959183674,112.699489795918
104.630102040816,111.848979591837
105.458163265306,111.916326530612
107.229081632653,111.332142857143
110.330612244898,110.209183673469
112.608673469388,109.101530612245
111.648469387755,107.864795918367
111.735204081633,106.762244897959
111.070408163265,106.532653061225
109.986224489796,106.978571428571
108.862244897959,107.664285714286
107.585204081633,108.595918367347
106.513265306123,109.442857142857
106.292346938776,110.264285714286
106.740306122449,111.108163265306
107.389285714286,111.933673469388
108.360204081633,112.429591836735
109.170408163265,112.867857142857
110.017346938776,113.736224489796
110.889795918367,114.579081632653
111.738775510204,115.352551020408
112.269387755102,115.826020408163
112.709693877551,115.893367346939
113.586734693878,115.802551020408
114.433163265306,115.805612244898
115.208163265306,115.491326530612
115.633673469388,115.251020408163
115.637755102041,115.127551020408
115.548469387755,114.844387755102
115.580612244898,114.553571428571
115.247448979592,114.505102040816
115.032142857143,114.451530612245
114.856632653061,114.270408163265
114.572959183673,114.016836734694
114.302040816327,113.748979591837
114.209693877551,113.503571428571
114.146428571429,113.502040816327
113.979591836735,113.675510204082
113.736734693878,113.869387755102
113.509183673469,114.154591836735
113.327040816327,114.383163265306
113.34693877551,114.370408163265
113.547959183673,114.608163265306
113.75612244898,115.170918367347
114.093367346939,115.756632653061
114.305102040816,116.354081632653
114.333673469388,117.12193877551
114.596428571429,117.936224489796
115.126530612245,118.413265306122
115.766836734694,118.609693877551
116.401020408163,117.836734693878
117.20612244898,115.727551020408
118.10612244898,113.63112244898
118.662755102041,111.682142857143
118.930612244898,109.750510204082
118.322448979592,107.797448979592
116.367857142857,105.784183673469
114.32193877551,103.45306122449
112.445408163265,100.856632653061
110.632653061224,98.284693877551
108.782653061224,95.8489795918367
106.812244897959,93.6326530612245
104.557653061224,91.6602040816326
101.997448979592,89.9760204081632
99.4219387755102,89.0357142857142
96.9586734693878,89.3765306122449
91.4091836734694,86.6989795918367
89.2159340659341,86.4917582417582
87.1190476190476,86.3595238095238
85.437012987013,86.0915584415584
85.0778571428572,85.9257142857142
84.5539682539683,85.6563492063492
83.9392857142858,85.5660714285714
